Gene,Entrez,P-value,Multiple testing corrected p-value,Z-score,Twist1,Control,Quantity,Human orthologue
Krt78,332131.0,0.626598224421111,1.0,-0.486520429280522,1.47674435855398,7.35388809007273,-2.31608712147753,
Senp5,320213.0,0.626633407447955,1.0,-0.486470794385389,636.161990727065,698.528143823223,-0.134924066633406,SENP5
Ehbp1,216565.0,0.626644304243613,1.0,0.486455421837715,582.346535161798,508.114048428223,0.196725556190779,EHBP1
5830433M19Rik,,0.626763168756362,1.0,-0.486287742356433,70.4187370852092,82.9976449893503,-0.237111047769924,
Plekha5,109135.0,0.626819153971799,1.0,0.486208770015059,747.802208077147,646.958305274621,0.208983993735523,PLEKHA5
Vgll4,232334.0,0.626830421672256,1.0,0.486192876244574,1615.40505485585,1541.78312829931,0.0672961131089862,VGLL4
Grk4,14772.0,0.626851655791809,1.0,-0.486162924573187,343.751389867303,383.315682315837,-0.157167476589148,GRK4
Cops4,26891.0,0.626869341960197,1.0,0.486137977777856,779.988238722315,732.11501680348,0.0913820533162213,COPS4
Yap1,22601.0,0.626897414506531,1.0,0.486098381350539,1694.5118240247,1516.98848293234,0.159659571146518,YAP1
Trmt61b,68789.0,0.626919914627567,1.0,-0.486066645399318,58.0178087160578,74.9152232343504,-0.368763105800359,
Ankrd46,68839.0,0.62706936678651,1.0,0.48585585867062,436.922484257029,348.197789940159,0.327470303493634,ANKRD46
Hectd1,207304.0,0.627144849200875,1.0,-0.485749406779258,8750.15799993511,9347.79110888064,-0.0953164275378419,HECTD1
Popdc2,64082.0,0.62716515028439,1.0,-0.48572077735806,2.71302378203761,8.99012237923304,-1.72843906058589,POPDC2
Ccdc89,70054.0,0.627267523894167,1.0,0.485576411956781,20.9426059441156,15.316882170811,0.451318312574838,CCDC89
Vhl,22346.0,0.627302497046894,1.0,-0.485527095772548,206.213645391086,235.026135720905,-0.188681397766472,VHL
Zfat,380993.0,0.627341207401422,1.0,-0.485472511079004,296.180167157307,350.88893236299,-0.244539405401408,ZFAT
Zc3h8,57432.0,0.627364828000478,1.0,-0.485439204857204,24.8844136324211,38.593687301508,-0.633122495558139,ZC3H8
Klhl5,71778.0,0.62743270912067,1.0,0.485343492092095,253.792295153466,206.843386547691,0.295109440574815,KLHL5
1110058L19Rik,68002.0,0.62754702235294,1.0,-0.485182319832334,24.1896005656369,37.603663069492,-0.636486258582298,C6orf57
Taf6l,225895.0,0.627549561436418,1.0,0.48517874007646,214.632836002131,174.844087278392,0.295801797268753,TAF6L
Meg3,17263.0,0.627600774010551,1.0,-0.48510653877052,26.0875405052481,34.0000712799466,-0.38217683551427,
Nat6,56441.0,0.627607034648009,1.0,-0.485097712474948,702.811443525437,825.494760272534,-0.232121375620855,NAT6
Hpca,15444.0,0.627665979284171,1.0,-0.485014613719369,2.95348871710797,10.682372950301,-1.85474015286396,HPCA
Tada3,101206.0,0.627704911841719,1.0,0.484959729356064,572.448262064605,542.904478407495,0.0764469234918996,TADA3
Cd36,12491.0,0.627712259476105,1.0,0.48494937134517,249.060432560083,129.03210126412,0.948765812071476,CD36
Gpr160,71862.0,0.627854427090089,1.0,0.484748966919329,157.465899552031,114.530269685199,0.459310491123618,GPR160
Ivl,16447.0,0.627863530146292,1.0,0.484736135597153,104.163616868954,75.6044387657936,0.462308605897644,
Gm5506,433182.0,0.628000843539331,1.0,0.484542593534964,3300.34865259552,3162.63941412188,0.0614893629951399,
Psph,100678.0,0.628216241399738,1.0,-0.484239028638035,107.274280462564,138.814537225022,-0.371854436435734,PSPH
Bnipl,171388.0,0.62829728422596,1.0,-0.484124824771311,265.770851950784,330.262555042507,-0.313430519339207,BNIPL
Kcnf1,382571.0,0.628388377268068,1.0,0.48399646588598,50.799406282052,25.9292531880789,0.97023098117871,KCNF1
Jtb,23922.0,0.62839481305754,1.0,0.48398739753928,135.030497148474,109.3296827299,0.304600139995803,JTB
Fanca,14087.0,0.62846083617399,1.0,0.483894369990535,113.72309804678,88.6800775169755,0.358843370182792,FANCA
Pcyt2,68671.0,0.628592145924071,1.0,0.483709365053049,109.184796692798,87.3895758582004,0.321238878620299,PCYT2
Sptlc1,268656.0,0.628792048532339,1.0,-0.483427750044748,854.252696017572,1005.94799042325,-0.235820915862256,SPTLC1
Mlxip,208104.0,0.628830185719266,1.0,-0.483374028216526,2458.3372877436,2694.10785880383,-0.132124741037113,MLXIP
Mta1,116870.0,0.628876455101305,1.0,0.483308852870164,1697.49505737884,1616.39102755806,0.0706311253747192,MTA1
Tbl1x,21372.0,0.628948853787715,1.0,-0.483206875738334,2778.06491584657,2976.92787829007,-0.0997439583969415,TBL1Y
Mrps36,66128.0,0.628970314602414,1.0,-0.483176648084594,78.1084267168877,101.392575790312,-0.376401911754847,MRPS36
Zc3h14,75553.0,0.628974816971978,1.0,0.4831703065329,1646.43921882843,1560.02481023891,0.0777802797899742,ZC3H14
Tprn,97031.0,0.628975290810948,1.0,-0.483169639135612,667.759387729304,744.471418006788,-0.156888108240296,TPRN
Sds,231691.0,0.628993969036126,1.0,0.483143331220108,3.51896940419087,0.0,inf,SDS
Gpx1,14775.0,0.629070866835935,1.0,-0.483035025692203,3769.4232504895,4481.01598025563,-0.249482074040354,GPX1
Plin2,11520.0,0.629211100630332,1.0,0.482837530139148,1287.12239326335,1158.56848543749,0.15180591936065,PLIN2
Fam92a,68099.0,0.629229471505579,1.0,-0.482811659267454,137.966695011664,164.024982950786,-0.249595526903377,FAM92A1
Cntn5,244682.0,0.629263489096432,1.0,0.482763754687891,25.9170556054795,6.78827610316487,1.93278467460641,CNTN5
Polr1c,20016.0,0.6292939548434,1.0,-0.482720852860527,357.807799318171,430.31426203622,-0.266205821869869,POLR1C
Pkia,18767.0,0.629393935378376,1.0,-0.482580066635795,114.89525024912,128.566180364609,-0.162192029817056,PKIA
Klk1,16612.0,0.629468994316656,1.0,0.482474379702748,13.331041398195,5.44138132551238,1.29274464630207,KLK1
Tbc1d8,54610.0,0.629576425641668,1.0,-0.482323120122308,741.042997684623,816.476855705364,-0.139854736212655,TBC1D8
Gjc3,118446.0,0.629605658849787,1.0,0.48228196268897,106.517013034418,84.4759069463727,0.334472038382637,GJC3
Prkag2,108099.0,0.629644051582917,1.0,0.482227910801461,335.056663327535,281.587081884336,0.250823948243253,PRKAG2
Gm1653,381482.0,0.62970403517864,1.0,-0.482143464656637,0.0,3.54810738485167,,
Slc43a1,72401.0,0.629781780183838,1.0,0.482034018748494,56.4571630738019,42.8821508312346,0.396779367795507,SLC43A1
S100a11,20195.0,0.629798561997764,1.0,0.482010394826268,7796.77508075425,7509.92144316813,0.0540797000158866,S100A11
2210013O21Rik,70123.0,0.629831611357717,1.0,-0.481963871708233,381.670053587391,464.36819632773,-0.282943173268774,
Smok2a,27263.0,0.629868824076143,1.0,-0.481911489137695,1.18300917369155,5.87800278837216,-2.31286478220955,
2310009B15Rik,69549.0,0.629873803200723,1.0,0.481904480361585,39.54592794351,24.7749054662385,0.674649595067411,C1orf53
Ankra2,68558.0,0.63004013761442,1.0,-0.481670356285416,52.1892315393454,69.624223095292,-0.415837165028555,ANKRA2
Smyd4,319822.0,0.630091912288696,1.0,0.481597486208591,90.3545868019631,67.7963603653373,0.414390015953375,SMYD4
Cpne2,234577.0,0.63015185525352,1.0,0.481513122895134,147.355897996636,108.744860700671,0.438357585662203,CPNE2
Zfp653,319601.0,0.630313462664203,1.0,0.481285694815953,231.066625792122,211.536998404466,0.127398881815015,
Sgtb,218544.0,0.630464003522681,1.0,0.481073862949737,139.843447466108,114.533834668182,0.288038805476125,SGTB
Hyal3,109685.0,0.63070269963419,1.0,-0.480738028656459,182.532893808604,238.358671113665,-0.384977637355744,HYAL3
Aldh7a1,110695.0,0.630762178246045,1.0,-0.480654353463746,576.914075720497,640.13920791793,-0.150029211880238,ALDH7A1
Eif4e2,26987.0,0.630763694275544,1.0,0.480652220740057,1161.21441806827,1072.39309477077,0.114800555395907,EIF4E2
Gemin4,276919.0,0.630767570637851,1.0,0.48064676755155,630.167995962193,541.860730970653,0.217814388974201,GEMIN4
Apoa1bp,246703.0,0.630915634266019,1.0,0.480438485315635,607.401073186452,562.134756378675,0.111733439088854,APOA1BP
5430435G22Rik,226421.0,0.631022521627312,1.0,-0.480288139001938,90.7155134850177,114.248810833687,-0.332757953151645,
Gm15880,100504375.0,0.631036289638476,1.0,0.480268773893352,279.382464159814,249.470158723891,0.163374218076845,
Rqcd1,58184.0,0.631264874105032,1.0,-0.479947289494707,803.688993079611,1013.56734517103,-0.334732721271727,RQCD1
Polrmt,216151.0,0.631530855604564,1.0,0.479573271811983,436.674638729064,379.631339004064,0.201959651028653,POLRMT
Lig3,16882.0,0.631544532273432,1.0,-0.47955404177694,1862.87858981787,2149.08416426071,-0.206188331958327,LIG3
Srsf12,272009.0,0.631629904575023,1.0,-0.479434008342539,3.26255857297888,9.92462875963435,-1.60500933512127,SRSF12
Pabpc1l,381404.0,0.631676025552757,1.0,0.479369165133428,6.83418700182866,2.29400244628073,1.57490279452589,PABPC1L
Tmbim4,68212.0,0.631705375199402,1.0,-0.479327902415941,317.07324625045,377.449783973652,-0.251468568623181,TMBIM4
6430548M08Rik,234797.0,0.631820667448775,1.0,0.479165820747517,167.180386445765,143.547200482549,0.219880406006397,KIAA0513
Lats2,50523.0,0.631845778825101,1.0,0.479130520011262,1758.17330917307,1609.79051530097,0.127204328623692,LATS2
Grik4,110637.0,0.631855138556272,1.0,-0.479117362565747,1.84593044819248,8.95279416326716,-2.27798982167912,GRIK4
Zfp937,245174.0,0.631892950339739,1.0,-0.479064209481654,250.29497179534,275.144192668746,-0.136558569894206,
Slc35a2,22232.0,0.631932552972292,1.0,0.4790085404019,371.108965420442,306.106316828468,0.277810038030126,SLC35A2
Adck5,268822.0,0.632068633549481,1.0,-0.478817264417909,261.680770174418,297.234639731907,-0.183794346733083,ADCK5
Xrcc1,22594.0,0.632198591073617,1.0,-0.478634611400152,323.430790109453,389.212057129843,-0.267099375379288,XRCC1
Lrrc56,70552.0,0.63222882102011,1.0,0.478592126030641,76.4954656865498,57.020889848228,0.4238836800978,LRRC56
Zc3h13,67302.0,0.632420198204231,1.0,0.478323183293109,1959.53336262546,1710.4606099334,0.196125255413592,ZC3H13
Zc3h7b,20286.0,0.632484042979022,1.0,-0.478233469800667,1379.44662807908,1573.06669718696,-0.189490202831712,ZC3H7B
Pcdhga2,93710.0,0.632523667255081,1.0,0.478177792439182,76.4787559010401,55.7520257829239,0.456034827664857,
Hnrnpul1,232989.0,0.632542923947719,1.0,0.478150734768102,5859.49574503462,5644.07489904698,0.0540393817328841,HNRNPUL1
2610204G22Rik,70448.0,0.632594580198609,1.0,0.478078154051425,62.2018082418948,47.4029324173941,0.39198021173925,
Hax1,23897.0,0.632619405920249,1.0,0.478043273037967,717.51288847452,646.805511006014,0.149672775607642,HAX1
Ptgds,19215.0,0.632683227384696,1.0,-0.477953604301522,0.0,3.51124491676665,,PTGDS
Myh1,17879.0,0.632827470630031,1.0,0.477750957649212,23.4513810505949,14.0090867098268,0.743309979826536,MYH1
Smc1b,140557.0,0.632829923422124,1.0,-0.477747511902878,0.0,3.32911852909724,,SMC1B
Fam45a,67894.0,0.632852695936443,1.0,-0.477715520751345,196.799327564781,220.295701540616,-0.162716053920107,FAM45A
Hist1h2af,319173.0,0.632916332789156,1.0,-0.477626125388757,3.15766077645217,11.7292887314873,-1.8931874327336,
Irf2bp2,270110.0,0.632924987703182,1.0,-0.477613967489998,7618.53983731048,8313.6945138257,-0.12597521865756,IRF2BP2
Lrrc8e,72267.0,0.632926762402865,1.0,0.477611474508148,284.761399048532,238.913629146618,0.253264437819178,LRRC8E
Hpse,15442.0,0.632937848689786,1.0,0.477595901285755,38.3469345655697,20.1885037533913,0.925577263002023,HPSE
Fam53c,66306.0,0.633019424734204,1.0,-0.477481312658678,2766.78526314943,3096.36141183158,-0.162363197520292,FAM53C
Hist1h2bg,319181.0,0.633167687431659,1.0,-0.477273066355775,46.9024184646128,93.7836577679254,-0.999674232994331,
Gm4890,234479.0,0.633225514694373,1.0,0.477191849151507,37.2361976634776,22.9549416096945,0.697900998795544,
Ankrd61,66729.0,0.633370535579109,1.0,-0.476988184136533,16.510080632156,23.1697827094247,-0.488897348279026,ANKRD61
Asb11,68854.0,0.633418154047036,1.0,-0.476921313835573,0.0,3.59038494669896,,ASB11
Hist3h2ba,78303.0,0.633418154047036,1.0,-0.476921313835573,0.0,3.59038494669896,,HIST3H2BB
Gdi1,14567.0,0.633422020003266,1.0,0.476915884992297,4463.66213892323,4033.80819253197,0.14608534614205,GDI1
2810442I21Rik,72735.0,0.633578050461701,1.0,-0.476696787953762,17.2111667658896,28.4039748775524,-0.722747933145622,
Mylk4,238564.0,0.633730854504151,1.0,0.476482243605327,83.4884319598304,60.7101133966398,0.459639445719063,MYLK4
Irf1,16362.0,0.633805617834746,1.0,0.476377280223575,354.406884501346,286.767382926651,0.305525688640783,IRF1
Slc2a3,20527.0,0.633841929170564,1.0,-0.476326303106795,23.128466562538,47.1758767672409,-1.02837971346336,
Ei24,13663.0,0.633888802105329,1.0,-0.476260500498318,1403.18437643921,1531.19834621805,-0.12595658724617,EI24
Tomm40,53333.0,0.633899208404915,1.0,0.476245891885726,415.588282856035,369.473023058604,0.169685948953745,TOMM40
Eral1,57837.0,0.633959860932924,1.0,-0.476160748436636,333.963034458402,386.883755005203,-0.212211729042014,ERAL1
Pin4,69713.0,0.634015938902134,1.0,-0.47608202978129,49.7045851193775,60.8820432656536,-0.292637835211618,PIN4
Sbno1,243272.0,0.634082252017267,1.0,-0.475988947491463,3982.55779339615,4233.93555577469,-0.0883040126685569,SBNO1
Smcp,17235.0,0.6341083747362,1.0,0.475952280726486,3.4435184994148,0.0,inf,SMCP
Map3k3,26406.0,0.634366331195343,1.0,0.475590238334379,733.788663450621,682.545619756221,0.10443914045023,MAP3K3
B3galt4,54218.0,0.634393210146176,1.0,0.47555251726138,48.4975999234096,30.7701271945384,0.65638294480487,B3GALT4
Psma2,19166.0,0.634464601074296,1.0,-0.475452332766477,598.740210924642,658.960716350579,-0.138262298409073,
6230400D17Rik,76133.0,0.63468261783308,1.0,0.475146414477155,47.8983937686439,26.3776515677304,0.860661151708429,
Senp1,223870.0,0.634754829848334,1.0,0.475045097317642,1291.62170310648,1142.49656935791,0.176993754634424,SENP1
Ubfd1,28018.0,0.634856173116834,1.0,-0.474902915739639,2232.43373055769,2455.13774104045,-0.137186616785587,UBFD1
Pigl,327942.0,0.634881611255053,1.0,-0.474867228299106,179.997307683249,216.157682973915,-0.264108787849208,PIGL
5930434B04Rik,,0.634907055582296,1.0,0.474831532780923,881.600955095666,767.029084401356,0.200844503637229,
Mctp1,78771.0,0.634910104253369,1.0,-0.474827255880223,2.9615571513498,8.14296262990152,-1.4591978542997,MCTP1
Ppib,19035.0,0.634925163602259,1.0,0.474806129642002,381.688176795509,320.239999375253,0.253240980181276,PPIB
Dom3z,112403.0,0.63496728044001,1.0,0.474747046516191,129.351706103986,113.93205467872,0.183125377715099,DOM3Z
Gm14295,100039123.0,0.634971525118262,1.0,-0.474741092009615,39.2916944242744,46.2413604860055,-0.234959460326195,
Aars,234734.0,0.634995401587387,1.0,0.474707598007782,2322.80621961474,2114.37949829897,0.13563446083478,AARS
Gm15706,100039495.0,0.634996802370172,1.0,-0.474705633000894,0.444636994414561,4.62749094703355,-3.37953027499064,
Leng9,243813.0,0.635049621029083,1.0,0.474631540746092,49.8188504166265,44.4909555961918,0.163179645705531,LENG9
Noc2l,57741.0,0.635228221115006,1.0,-0.474381025793273,706.182087247696,820.179511834362,-0.215899478754344,NOC2L
Nucb2,53322.0,0.635257364171992,1.0,-0.474340150858286,329.039363118614,350.04154922868,-0.0892659927199836,NUCB2
Arfgef2,99371.0,0.635468602469554,1.0,0.474043899800665,1783.28262151633,1630.27681825448,0.129418412523083,ARFGEF2
Mir1960,100316709.0,0.635621160911966,1.0,-0.473829970152334,2.65975353224554,9.22331570292866,-1.79399291673365,
2700046G09Rik,67188.0,0.635630282830552,1.0,0.473817179355744,93.1381635363285,48.0407451708348,0.955113906729085,
1110001J03Rik,66117.0,0.635636741936837,1.0,-0.473808122413804,66.2149716481968,95.9265845622216,-0.534773234247329,C7orf55
Ccdc107,622404.0,0.635777804079625,1.0,0.473610335137133,100.8288161811,78.4948387901864,0.361238308236233,CCDC107
Zfp383,73729.0,0.635855314649975,1.0,-0.473501663230306,16.8944104204609,26.1750759142509,-0.631647716992796,ZNF850
AI661453,224833.0,0.635976435730872,1.0,0.473331859408322,1480.02773566188,1436.09651572799,0.0434715005418921,C6orf132
Mphosph6,68533.0,0.636052997056747,1.0,0.473224532484033,120.70681174366,88.692887721184,0.444616768133662,MPHOSPH6
Gyltl1b,228366.0,0.636097558731439,1.0,0.473162066542053,811.659803297422,747.704415764142,0.118407113861537,GYLTL1B
Ceacam10,26366.0,0.636257806079879,1.0,0.472937449270106,11.0322145490041,3.62987100117105,1.60373223549049,PSG6;PSG11;PSG2;PSG5;PSG4;PSG9;CEACAM7;CEACAM5;CEACAM6;CEACAM1;CEACAM3;CEACAM8;PSG3;PSG8;PSG1
2610002D18Rik,,0.636258186871791,1.0,-0.472936915545917,13.7353362214004,23.7151414657601,-0.787916248460886,
Psmc6,67089.0,0.636293713314638,1.0,-0.472887121693571,339.513851934925,359.272069339489,-0.0816063445243652,PSMC6
Naip2,17948.0,0.636474615822196,1.0,0.472633586971357,72.0954817001137,49.5259646046722,0.54172377268477,NAIP
Stk19,54402.0,0.636485400751191,1.0,0.472618472861564,82.3199552596721,62.0136820915227,0.408655645413435,STK19
Wdr91,101240.0,0.636558605818112,1.0,-0.472515885385341,184.711602546387,215.369923687742,-0.221542301066125,WDR91
Srl,106393.0,0.636597160681169,1.0,-0.47246185770787,118.743131468378,143.068650180562,-0.268863511973229,SRL
BC032203,,0.636697591770058,1.0,0.472321128149313,1279.53536192216,1178.81209377869,0.118286252336805,
Fam122b,78755.0,0.636730155363506,1.0,-0.472275500261682,98.8393267763363,124.511912351836,-0.333126685780911,FAM122B
Gpn2,100210.0,0.636773146430887,1.0,0.47221526297373,75.0981913715307,57.1439106197219,0.394178393102361,GPN2
Tmem30a,69981.0,0.636828083986593,1.0,-0.472138289259016,488.882100249466,513.368336571278,-0.0705077323994722,TMEM30A
Enpep,13809.0,0.637007266939069,1.0,-0.471887253160514,18.1546658662209,25.0934836177353,-0.466972389838249,ENPEP
E430018J23Rik,101604.0,0.637062654710217,1.0,0.471809660668666,196.718138201975,158.969058928615,0.307383993306616,ZNF764
Gm14057,100043766.0,0.637073715681346,1.0,-0.471794165741774,153.591826690413,201.657841312512,-0.392808059107523,
1110032A03Rik,68721.0,0.637108663860282,1.0,-0.471745208806774,314.082455185033,354.506464240505,-0.174668578977033,C11orf1
Plcl1,227120.0,0.637131810820027,1.0,-0.471712784157321,234.612398631999,291.02805830862,-0.310878993603038,PLCL1
Txlna,109658.0,0.637264201484775,1.0,-0.471527338622152,1437.40003383405,1619.30160693903,-0.17191009819362,TXLNA
Ndor1,78797.0,0.637319723379716,1.0,-0.471449571442964,792.820286787506,978.448035750041,-0.303501354149045,NDOR1
Hn1l,52009.0,0.637341348749323,1.0,-0.47141928247034,702.067801304991,834.393978585787,-0.249118382972478,HN1L
Nit1,27045.0,0.637589563475322,1.0,0.471071658376634,271.429593760968,245.851377722053,0.14279158539537,NIT1
Arhgap29,214137.0,0.637634986832797,1.0,-0.471008049242449,878.130879880167,956.373459287364,-0.123138113381577,ARHGAP29
Rnf139,75841.0,0.637798464066681,1.0,0.470779137739037,697.134190115648,630.704847795814,0.144471362357563,RNF139
Carns1,107239.0,0.637845499891976,1.0,0.47071327967371,114.806260040628,89.5994608144179,0.357639354318059,CARNS1
Crb3,224912.0,0.637924515761666,1.0,-0.470602648763545,85.2515309103523,128.454060478136,-0.5914548482788,CRB3
2310011J03Rik,66374.0,0.638001030609394,1.0,0.470495525048219,207.791650352092,175.427985359932,0.244258770097365,C19orf25
Cd2bp2,70233.0,0.638112713867843,1.0,0.470339173902775,558.363488793782,475.476796598745,0.231829668393773,CD2BP2
Gm5523,433273.0,0.638119053513958,1.0,0.470330299050555,16.7439288636999,8.57975201374943,0.964630233183144,
Mir17,723905.0,0.638128599126439,1.0,-0.470316936245195,9.86373784884585,18.4522934306848,-0.903593777138636,MIR17
Nono,53610.0,0.638202019593223,1.0,-0.470214158490942,6706.52455561997,7439.43796030812,-0.149628302778814,NONO
Zfp69,381549.0,0.638272943540906,1.0,0.470114880209142,46.7905980678964,22.6786691342945,1.04488268880939,ZFP69
AU022754,105975.0,0.638382228111205,1.0,-0.469961914370788,17.2644370156817,32.5098234901507,-0.913072433613226,
Apobec4,71281.0,0.638424229963156,1.0,-0.469903127217404,2.49412827681809,8.08305542386885,-1.69636507288075,APOBEC4
Slc35b2,73836.0,0.63843450386838,1.0,0.469888747773847,624.013132987325,591.410146852745,0.0774173963230989,SLC35B2
Fbxl6,30840.0,0.638494727455604,1.0,-0.469804460292019,122.400388651585,141.702527911681,-0.211257356587412,FBXL6
Camp,12796.0,0.638497923624213,1.0,-0.469799987104706,0.0,3.3705945010874,,CAMP
1700081L11Rik,,0.638525318241078,1.0,-0.469761647443917,3355.41251728734,3725.15215876021,-0.150809212070341,
Rorb,225998.0,0.638564159322532,1.0,-0.469707289265723,0.339127972754702,4.3592062559553,-3.68416377229449,RORB
Gnmt,14711.0,0.638594123678055,1.0,0.469665355033173,14.2564555985153,9.22690880016099,0.627696045314308,GNMT
Tcof1,21453.0,0.638617090152924,1.0,-0.469633214687476,606.746359156469,726.066501191405,-0.25900814585939,TCOF1
Ubash3b,72828.0,0.638648912196886,1.0,0.469588682251136,99.7684466355626,84.7049115190506,0.236137987322042,UBASH3B
Twistnb,28071.0,0.638667256927966,1.0,-0.46956301067253,155.039543841814,175.203716648991,-0.176397148419614,TWISTNB
Bcor,71458.0,0.638819586403175,1.0,0.469349853072176,952.191148813314,861.002342677475,0.145234055226096,BCOR
Zfp781,331188.0,0.638893050160899,1.0,-0.469247061428101,3.66987121374299,8.75088029290617,-1.25369871617043,
Uap1l1,227620.0,0.638933780253284,1.0,-0.469190073379361,723.778224615554,811.92172513327,-0.165792944486417,UAP1L1
Ranbp3l,223332.0,0.638980943155381,1.0,0.469124086683311,99.479265198378,77.3011349197785,0.363906255490617,RANBP3L
Diap1,13367.0,0.639130295155838,1.0,0.468915138354356,1916.46981023553,1783.35065426992,0.103860868679626,DIAPH1
Trim12c,319236.0,0.639159695110941,1.0,-0.468874009268321,186.011169253626,216.349451221448,-0.217974209104241,TRIM5
Grin1,14810.0,0.639191455348134,1.0,0.468829579155341,38.2654781824004,25.6390611908864,0.577699991650065,GRIN1
Mir872,100124456.0,0.639206433182374,1.0,-0.468808626645951,1.55219526333005,6.2250407715789,-2.00377322895567,
Rnf149,67702.0,0.639240213956298,1.0,-0.468761371438324,972.936916263296,1034.43477800596,-0.0884245138952353,RNF149
Psmb11,73902.0,0.639383679436903,1.0,0.468560692283442,248.720825157476,215.938187375286,0.20390891019124,PSMB11
Rpp25,102614.0,0.639404633062711,1.0,-0.468531383983552,4.43023307566195,16.2778075695767,-1.87745189209539,RPP25
Anapc1,17222.0,0.639496102015616,1.0,-0.468403449048403,4572.35060202121,5148.90330705573,-0.171329145734012,ANAPC1
Sele,20339.0,0.639499132469863,1.0,0.468399210572362,6.64534961349293,1.08098674189613,2.61999627325101,SELE
Clcn6,26372.0,0.639516459518276,1.0,0.468374976651021,286.549886875745,249.219279527511,0.201370647578488,CLCN6
Rbm27,225432.0,0.639523898389468,1.0,-0.468364572596464,1089.95814131391,1160.36381737438,-0.0903044841393436,RBM27
Ethe1,66071.0,0.639525144148184,1.0,0.468362830275023,206.998747732843,189.710502141956,0.12582249317306,ETHE1
Fkbp4,14228.0,0.639530946430906,1.0,0.468354715205765,2623.30476039866,2395.66389921753,0.130959902567363,FKBP4
Apold1,381823.0,0.639607128357037,1.0,0.468248170068625,4.77784973544962,0.475473848462873,3.32892358268289,APOLD1
Maea,59003.0,0.639612425491629,1.0,0.468240761895818,1079.03997036489,982.426870051622,0.135326381819129,MAEA
Trmt61a,328162.0,0.639710731611325,1.0,-0.468103283036471,173.199031044269,204.097328847954,-0.236826442041269,TRMT61A
Lztr1,66863.0,0.639761667374948,1.0,0.468032054016018,675.72572839884,607.045727180124,0.154632592032095,LZTR1
Twist2,13345.0,0.639830558829772,1.0,0.467935719376391,27.2711609040728,13.5969733578903,1.00409056755903,TWIST2
Zfp947,210853.0,0.639941135433648,1.0,0.467781103221037,31.2137707898534,16.5363614898802,0.9165408210624,
Slc35d1,242585.0,0.640022953041328,1.0,-0.467666707159404,232.216597339478,294.448260940921,-0.34254306236695,SLC35D1
Sall2,50524.0,0.640092953790131,1.0,0.46756883809745,568.357155825311,455.100726229583,0.320611916245704,SALL2
Hdac2,15182.0,0.640129164447872,1.0,-0.467518213209345,821.900948334383,903.670653013984,-0.136832533981324,HDAC2
Tfec,21426.0,0.640617439479127,1.0,-0.466835689438536,0.0,3.2429602256884,,TFEC
Igj,16069.0,0.640639470471266,1.0,-0.466804899063514,2.95409994224113,9.17744504384904,-1.63537393447666,IGJ
Gtf2ird2,114674.0,0.640643223556156,1.0,-0.46679965381997,117.243107080278,145.44897885124,-0.31101006103048,GTF2IRD2;GTF2IRD2B
AI987944,233168.0,0.640651061419995,1.0,-0.46678869980468,47.8981563368119,55.689327069516,-0.217430733918578,
Ift172,67661.0,0.640682809298134,1.0,0.466744330285208,1250.7385793418,1197.03428937636,0.0633157996834407,IFT172
Exoc4,20336.0,0.64069860381045,1.0,-0.466722256871289,801.875298628472,907.331732143846,-0.1782522175725,EXOC4
Ush2a,22283.0,0.640787271209429,1.0,0.466598345129719,16.0142363437979,6.48511886151968,1.30415008122785,USH2A
Fam131b,76156.0,0.640883817010639,1.0,0.46646343155208,5.58318413246971,0.73475034854652,2.92576209337507,FAM131B
Wnt8b,22423.0,0.640951461730859,1.0,0.466368909545518,5.53779134457744,0.777829500250939,2.83178483909745,WNT8B
Sash3,74131.0,0.640959228550836,1.0,0.466358057000534,31.1391603906596,22.8526778317375,0.446366818012763,SASH3
Cntfr,12804.0,0.640982519471054,1.0,0.4663255130247,678.977378406596,626.681901819621,0.115630179179258,CNTFR
Ppp2r2d,52432.0,0.640986044212339,1.0,-0.466320588011349,241.962280032765,273.04763039566,-0.174370476134749,PPP2R2D
Secisbp2,75420.0,0.641076918982132,1.0,0.466193615375406,494.114306268012,434.605265574094,0.185139173279726,SECISBP2
Rrp1b,72462.0,0.641203179127498,1.0,-0.466017213829585,382.79340452002,428.751961599211,-0.163577299236443,RRP1B
Bcap31,27061.0,0.641284897010818,1.0,-0.465903051241497,2055.23753775052,2254.12403013291,-0.133261754441463,BCAP31
Gnl1,14670.0,0.641330730230124,1.0,0.465839023374845,219.492226888347,188.85482806376,0.216892182299064,GNL1
Ankib1,70797.0,0.641422315033016,1.0,0.465711087404776,1696.47897954205,1534.12981491045,0.145122988352746,ANKIB1
Atg4b,66615.0,0.641497381849628,1.0,0.465606231302931,468.613242962672,442.564731922424,0.0825092381474386,ATG4B
E130309D14Rik,432582.0,0.641506933509672,1.0,0.465592889558565,22.717868515659,18.164864826618,0.322676851564586,
Deaf1,54006.0,0.641670739805425,1.0,0.465364098066281,645.690718931664,599.079687112872,0.108095373005756,DEAF1
Fgr,14191.0,0.641741217625264,1.0,0.465265667797018,20.2194918196329,7.73681903051923,1.38593430443201,FGR
Zbtb43,71834.0,0.641826275334744,1.0,-0.465146881060745,819.351380647179,927.068531581903,-0.1781937034534,ZBTB43
Acpp,56318.0,0.641905700860009,1.0,0.46503596583665,807.392797036144,674.487335999503,0.259479360455952,ACPP
