Gene,Entrez,P-value,Multiple testing corrected p-value,Z-score,Twist1,Control,Quantity,Human orthologue
Mapkbp1,26390.0,0.0303406961078808,0.367875903671915,2.16561399422091,1809.59019407308,1090.26325194693,0.730986490474508,MAPKBP1
B230216N24Rik,78603.0,0.0305555052866412,0.370234589604558,-2.16281378023357,52.1521364661441,151.081820696558,-1.53453181444353,
Pbxip1,229534.0,0.0305783545010809,0.37026575145208,2.16251691781842,1731.36607591877,1057.62888649556,0.711077310846676,PBXIP1
Pbrm1,66923.0,0.0306571791336032,0.370754419135095,-2.16149426960477,3354.74833070892,4987.94911837062,-0.572242207245251,PBRM1
Noc3l,57753.0,0.0306593194355966,0.370754419135095,-2.16146653344266,263.895038055284,465.640074461644,-0.819251002173157,NOC3L
Nup160,59015.0,0.0306988403155184,0.370986647360269,-2.16095468114874,1046.36314016944,1706.21683730351,-0.705417379938748,NUP160
C230081A13Rik,244895.0,0.0307475809607697,0.371329912925698,-2.1603241982871,5889.27890956764,8629.75827272212,-0.551229149243164,
Arl16,70317.0,0.0307884497259946,0.371577721081733,2.15979620296179,148.410140124462,52.7974735729816,1.49104886594622,ARL16
Rbm26,74213.0,0.0308814305371258,0.37232693414712,-2.1585971953948,990.576049682585,1515.34833570198,-0.613309821807383,RBM26
Atp13a5,268878.0,0.0308913091584275,0.37232693414712,-2.15846999065104,55.9120293663035,159.143075938639,-1.50909377432148,ATP13A5
Ogdhl,239017.0,0.0309258789187683,0.372497723652183,2.15802511851895,38.3090756030003,2.3781708321715,4.00976195633399,OGDHL
Btf3l4,70533.0,0.030964917637543,0.372722080462449,-2.15752324909653,379.156732316424,642.047126940073,-0.759884856906521,BTF3L4
Fam164a,,0.0311093782566339,0.374214260188495,-2.15567081986771,403.246630215069,681.795815433959,-0.757677267515319,
Tnfrsf12a,27279.0,0.0311378317998673,0.374309946455284,2.15530682853233,415.563275355834,214.402460996886,0.954746698621316,TNFRSF12A
Nuf2,66977.0,0.031202867044222,0.374679722713814,-2.15447593719282,18.9360242409647,82.6094896577077,-2.12517406082781,NUF2
Fmnl3,22379.0,0.0312171637247365,0.374679722713814,2.15429348184669,1200.36048869951,623.742984003674,0.944444148891235,FMNL3
Eif2s2,67204.0,0.0312344026532757,0.374679722713814,-2.1540735726336,343.074432420081,584.935548862771,-0.769756056834971,EIF2S2
Rpl32,19951.0,0.0312506690960098,0.374679722713814,-2.15386616446076,2217.85235457495,3321.9073750186,-0.582848520551896,RPL32
Fam198a,245050.0,0.031291341802125,0.374921195083204,-2.15334796498181,10.3158320523691,60.2386474974625,-2.54582918786683,FAM198A
Zmat3,22401.0,0.0313146643073959,0.374954603444622,2.1530510801722,4228.38164775251,2928.75300876239,0.529819067016647,ZMAT3
Txndc16,70561.0,0.031409173094872,0.375839777662099,-2.15184996516159,1209.438545587,1817.19880115662,-0.587378794275187,TXNDC16
Fbxw17,109082.0,0.0315166123135452,0.376878415746782,2.15048827680712,233.33137538567,96.7323982454676,1.27030924275757,
Rpa2,19891.0,0.0315907526641575,0.377517764167222,-2.1495509394056,51.0280210759538,148.18084731654,-1.53799738976795,RPA2
Kcnd1,16506.0,0.0317255514935993,0.378546914883415,2.14785153531118,83.5756952658614,1.55565900050188,5.7474856894429,KCND1
E2f6,50496.0,0.031735421377534,0.378546914883415,-2.14772734946679,155.703275465173,322.217530612716,-1.0492356935381,E2F6
Snai2,20583.0,0.0317521090680427,0.378546914883415,2.14751745524671,578.274110449463,311.1828626056,0.893990902838099,SNAI2
Sgip1,73094.0,0.0317597959255965,0.378546914883415,2.14742080340689,68.4482113941458,11.6674425037641,2.55252448538196,SGIP1
Gfm2,320806.0,0.0317875350867072,0.378630391835143,-2.14707218767391,426.142173251049,707.392314116849,-0.731175708904532,GFM2
Rpl5,100503670.0,0.031846415470816,0.37907420698133,-2.14633306393326,3331.36006699409,6396.09654195629,-0.941080420049395,RPL5
Sdc1,20969.0,0.031866314770884,0.37907420698133,2.14608353348804,1962.80817528963,1271.9387249472,0.625890014360517,SDC1
Myh14,71960.0,0.0318919510076454,0.379132177994535,2.14576226064953,7807.54882504066,4637.61650037034,0.751486162506771,MYH14
Mospd2,76763.0,0.0319418003183752,0.379477731824028,-2.14513818331695,149.810326052295,307.853357338699,-1.03910623355889,MOSPD2
Cib2,56506.0,0.0319927353957334,0.379835727130099,-2.1445013747657,89.659086462025,215.095669244109,-1.26245677276787,CIB2
Vat1,26949.0,0.0321285964916952,0.381200891447924,2.14280703130787,2224.0534965792,1188.24909728886,0.904354184916703,VAT1
Traf4,22032.0,0.0322773981436362,0.382717720845972,2.14095833535271,1372.76647506049,895.210689650812,0.616787057029709,TRAF4
Tmem59,56374.0,0.0324675727713254,0.384722828555744,-2.13860622700003,2695.84254323836,4004.62545444301,-0.570931081096475,TMEM59
Adora1,11539.0,0.0325796642358159,0.385800693220492,-2.13722538567016,111.267784162435,279.189943372746,-1.32721103207461,ADORA1
C130050O18Rik,319772.0,0.0326215200791446,0.385931137396517,2.136710811835,251.754051506675,94.1812110082764,1.41850381743026,
Itgb4,192897.0,0.0326329505005598,0.385931137396517,2.13657038505424,9624.95118450086,5982.64665862737,0.685995365271904,ITGB4
Sult2b1,54200.0,0.0327043010173406,0.386524619143456,2.13569476959633,157.674595770522,54.9200909082064,1.52154431591867,SULT2B1
Prpsap2,212627.0,0.0327634915743029,0.386762354935989,-2.13496962209349,184.581918378726,349.374810895649,-0.920514363393263,PRPSAP2
Dnm2,13430.0,0.0327667778250808,0.386762354935989,2.13492939489331,4008.76677839504,2778.90687104405,0.528641000377046,DNM2
Greb1,268527.0,0.0328300572723334,0.387258944310599,2.1341554601649,641.445478775155,295.680125711311,1.11728936989539,GREB1
Gdi2,14569.0,0.0328849036161908,0.387551485783315,-2.13348569848598,3711.85391549846,5197.70548330562,-0.485734956370348,GDI2
Prkar1b,19085.0,0.0328973057483099,0.387551485783315,2.1333343811868,211.256088748117,86.3280506578536,1.29109160583653,PRKAR1B
Stard13,243362.0,0.0330470639889438,0.389064724976218,2.13151103905296,221.2099632077,94.9949486992726,1.21949365930745,STARD13
Pacsin3,80708.0,0.0331464002647768,0.389695034875843,2.13030549411014,421.611635002839,240.778396927904,0.808208724146461,PACSIN3
Agpat5,52123.0,0.0331588620238488,0.389695034875843,-2.13015447657974,88.8373092998579,213.977219047671,-1.26821960678514,AGPAT5
Syce2,71846.0,0.033164626735874,0.389695034875843,-2.13008463348576,17.6091885221456,85.9921688033136,-2.28787685389901,SYCE2
Ank,11732.0,0.0331982082305673,0.389838766746083,2.12967797908775,1865.33425833114,931.586713892271,1.00167220782428,ANKH
Ttf2,74044.0,0.0332532571319703,0.390234238579549,-2.12901212645702,204.00442755871,382.267414854165,-0.905981763849542,TTF2
Zmym4,67785.0,0.0332848119005532,0.390353670715544,-2.12863087599319,1747.73350599657,2520.89376178124,-0.52845010007018,ZMYM4
Rnpepl1,108657.0,0.0333450144540168,0.390604420624306,2.12790435486539,2090.67560377793,1440.61362818675,0.537285768559258,RNPEPL1
Hrasls5,66727.0,0.0333489754519876,0.390604420624306,-2.12785659311995,0.0,19.3627855622932,,HRASLS5
Trpm7,58800.0,0.0334085358175341,0.391051194889854,-2.12713899832476,1113.22319207076,1789.60051678074,-0.684894707975546,TRPM7
Atp6v1c1,66335.0,0.033433263694275,0.391089939178387,-2.12684139359177,365.258452603767,634.731077749855,-0.797227822246295,ATP6V1C1
Slc8a1,20541.0,0.0334584342199733,0.391133808487012,-2.1265386548293,219.414849389191,419.385631706025,-0.934616268410761,SLC8A1
Tsr1,104662.0,0.0334860750310871,0.391206481169322,-2.12620642905723,266.9617687431,488.149134153748,-0.870688821864528,TSR1
Mum1l1,245631.0,0.0335424975053687,0.391615092358077,2.12552899270267,38.5420450208549,2.85204150092011,3.75636624217285,MUM1L1
Msi2,76626.0,0.0336962426714824,0.393158716409756,-2.12368798578467,1599.06823780461,2819.53615536217,-0.818226338030513,MSI2
Rab3il1,74760.0,0.0337557423896954,0.393601440635912,2.12297743973393,150.983157376406,43.2926891177063,1.8021923003789,RAB3IL1
Zfp266,77519.0,0.0337839288541668,0.393678711472295,-2.12264121058074,2953.46768399778,4153.28990813855,-0.491844751856231,ZNF561;ZNF562;ZNF812
Cyth2,19158.0,0.0338644901248057,0.39435764292222,2.12168153653916,819.193905576589,459.808133034918,0.833172997884052,CYTH2
Fst,14313.0,0.0339157303807278,0.39435764292222,-2.12107215983636,50.8232377914764,150.905585051366,-1.57008600826116,FST
Mthfd1l,270685.0,0.0339217205979891,0.39435764292222,2.12100097234702,471.049907181363,281.248540016578,0.744034312566626,
Sfrs18,66625.0,0.0339285792459369,0.39435764292222,-2.12091947766068,890.464341011187,1544.67231605676,-0.794671075600287,PNISR
Terf2ip,57321.0,0.033968037030778,0.394565112075068,-2.1204509123335,411.982080870731,696.545820495525,-0.757636671110705,TERF2IP
Tmem87b,72477.0,0.0340133034965024,0.394591567131351,-2.11991394108114,630.985424379016,1020.36612310858,-0.69340832155664,TMEM87B
Prkcdbp,109042.0,0.0340135337713443,0.394591567131351,2.1199112110192,287.419005425525,144.657835383816,0.990510993492301,PRKCDBP
Zfr2,103406.0,0.0341002735559696,0.395234312832929,2.11888397506627,231.612523388988,111.044702993601,1.06057268686767,ZFR2
5730590G19Rik,,0.0341122276574313,0.395234312832929,-2.11874258102079,158.177378393642,566.510299042229,-1.84055889545679,
Kif20b,240641.0,0.0341375908897453,0.395277368197051,-2.1184427229304,79.5893811865425,204.011839875737,-1.35800501739591,KIF20B
Noxo1,71893.0,0.0342010335295334,0.395761009029962,2.11769350213798,220.418473442866,96.5213181639579,1.1913256190911,NOXO1
Ldlrap1,100017.0,0.0342333351422026,0.395883913677403,2.11731249505596,778.124847316816,441.949781516946,0.816119202607675,LDLRAP1
Nfil3,18030.0,0.0343059670445454,0.396472758375569,2.11645690110225,357.07179485502,176.217568995397,1.0188564107916,NFIL3
Dnajc16,214063.0,0.0344329655759463,0.397688773824655,2.11496458812337,472.882626227844,259.805860627121,0.86404816289737,DNAJC16
Eml5,319670.0,0.0344647687359689,0.397804473526417,-2.11459161729778,742.843896420653,1443.69566019976,-0.958635670211237,EML5
Ptp4a2,19244.0,0.0345357965858427,0.398294498300018,-2.11375970030912,2308.58287181197,3282.55393388536,-0.50781119333876,PTP4A2
Ngfr,18053.0,0.0345523599665202,0.398294498300018,2.11356591113231,243.341194276027,51.5186417066717,2.23981410684363,NGFR
4933403F05Rik,,0.0345818850643008,0.398294498300018,-2.11322066844612,2505.16329799292,3732.69872639872,-0.575314422587531,
Srek1ip1,67288.0,0.0345946391987113,0.398294498300018,-2.11307160975351,130.196130065225,270.403579641982,-1.05442768371403,SREK1IP1
Kntc1,208628.0,0.0346162852575098,0.398294498300018,-2.11281873776325,198.064451374459,635.84710876696,-1.6827099386867,KNTC1
Dydc2,71200.0,0.034681577402267,0.398652843572041,2.1120568039664,24.7564563672211,0.0,inf,DYDC2
Zfp566,72556.0,0.0346910935616634,0.398652843572041,-2.11194585642352,18.7181602136694,85.1319701321238,-2.18526237674302,ZNF566
Mir24-2,723960.0,0.0347315912481224,0.398867205151393,2.11147399017736,96.4139177764466,23.5580497335564,2.03302131112449,MIR24-2
Kcnip1,70357.0,0.0347587429940598,0.398928125123527,2.11115788968124,42.9071878622803,3.37219768080166,3.66945833417473,KCNIP1
Lmbrd2,320506.0,0.0347999238811961,0.398939650723472,-2.11067886421523,452.009541758132,720.690477004266,-0.673026554383427,LMBRD2
Lmf1,76483.0,0.0348034426945504,0.398939650723472,2.11063795502937,1113.76741794423,710.897499605641,0.647734528187353,LMF1
Rgs3,50780.0,0.0348428065856743,0.399140306307662,2.11018055705012,968.579376280218,609.300304368594,0.668716823283607,RGS3
Igf2r,16004.0,0.0349930869459631,0.400410475191689,2.10843838701985,9031.99172942801,6453.9850949731,0.484853919013845,IGF2R
Gli1,14632.0,0.0349975420813765,0.400410475191689,2.10838683709875,46.1991933270098,5.93528640801776,2.96047810721408,GLI1
Epb4.1l4a,13824.0,0.035053584918678,0.400800538894841,2.10773884913755,3550.62885658224,1904.03881350945,0.89901167683792,EPB41L4A
Atm,11920.0,0.0350928440130585,0.400998330211795,-2.10728544758049,705.708211204832,1377.33717768813,-0.964738078715248,ATM
Arhgap40,545481.0,0.0351614460750045,0.401530960181102,2.10649420371266,202.310001993819,50.4596693952164,2.00336498786637,ARHGAP40
Ptch2,19207.0,0.0351855472002456,0.401555057422803,2.10621653843637,84.5216468499148,14.7235838278009,2.52119200088575,PTCH2
Mpzl1,68481.0,0.0352608217861145,0.40216277689847,-2.10535035580146,1423.39866611431,2100.92179454169,-0.561682670505967,MPZL1
Rnf219,72486.0,0.0353123472267329,0.402499038926431,-2.10475836333502,147.621256075779,294.080339038182,-0.994309864084045,RNF219
Ssr1,107513.0,0.0354132621619752,0.403397484140778,-2.1036010514915,1858.64510933236,2702.2417989111,-0.539905446419069,SSR1
Ncaph,215387.0,0.0354623179868067,0.403704442917139,-2.10303948604942,165.633020670052,352.140232913442,-1.08815975036725,NCAPH
Gtf3c1,233863.0,0.0355427844178405,0.404214590304634,2.10211978204634,5773.23098821577,4199.65875370404,0.459106843610426,GTF3C1
Spint1,20732.0,0.0355514037255883,0.404214590304634,2.10202137164727,3308.8395429533,2077.09664191698,0.671756989485282,SPINT1
Por,18984.0,0.035647107221024,0.404849691673314,2.10093004855425,906.455518454505,563.398864780573,0.686079569078315,POR
Tfrc,22042.0,0.0356516048308154,0.404849691673314,-2.10087882306861,414.204685342588,714.354687828368,-0.786296698967962,TFRC
Prdx1,18477.0,0.035773166202427,0.405977635087829,-2.0994963844716,2023.60193456394,2934.28450164112,-0.536083234791639,PRDX1
Adh1,11522.0,0.0358067032567831,0.406105839421652,2.09911569455233,81.8563841400879,0.0,inf,ADH1A;ADH1B
Krcc1,57896.0,0.0358537420846713,0.406386921456299,-2.09858225369523,368.520629232062,627.73592084418,-0.768412384932965,
Fam43a,224093.0,0.0359004313404994,0.40666369496124,2.0980533670118,551.23545168277,258.263288464395,1.09382609304351,FAM43A
Capn1,12333.0,0.0359520298357607,0.40676455383558,2.09746955129211,2076.63876168271,1427.62130547313,0.540636939249007,CAPN1
Tspan9,109246.0,0.0359538877267594,0.40676455383558,2.09744854335019,577.577149091039,240.254297339817,1.26545142926743,TSPAN9
Sh2b2,23921.0,0.0360480284569934,0.407577089550897,2.09638526495807,281.628669724259,151.279298884836,0.896579625287305,SH2B2
Luc7l3,67684.0,0.0360883996931356,0.407590953697088,-2.09593001469178,787.313256567539,1175.81559667237,-0.578652144595089,LUC7L3
Iqgap1,29875.0,0.0360938977069108,0.407590953697088,2.09586804938728,16238.6851077118,11951.9360490413,0.442190484288035,IQGAP1
Stmn1,16765.0,0.0361344572808992,0.407657789350711,-2.09541117162902,470.46362910518,889.699534345407,-0.919235002817644,STMN1
C78339,97863.0,0.0361696135448842,0.407657789350711,-2.09501551227881,55.5679651329935,148.404538587111,-1.41720989820256,FAM8A1
Etfb,110826.0,0.0361738490357571,0.407657789350711,2.09496786689864,745.573476755772,462.127515879475,0.690059545414294,ETFB
Ifih1,71586.0,0.036189117006435,0.407657789350711,-2.09479615571792,211.303094082343,524.78342203669,-1.31240825317434,IFIH1
Neurl1b,240055.0,0.0362286678600796,0.4078517109279,2.09435163418208,1003.5234643002,657.93695325541,0.609053100483132,NEURL1B
E030010A14Rik,,0.0362524743833052,0.407868257695103,-2.09408426634362,2.30590211361552,33.6848674088664,-3.86869744409537,
Gm14005,100043424.0,0.0363187075881238,0.408361823004397,2.09334119675711,852.411862645552,454.555929052963,0.907092854521943,
Zfp280d,235469.0,0.0363922697254321,0.408766215510219,-2.09251725644919,666.736723913907,1069.95808765682,-0.682365186379027,ZNF280D
Paics,67054.0,0.0364104311783702,0.408766215510219,-2.092314055708,3750.88896297211,5290.27554487076,-0.496110311567301,PAICS
Edar,13608.0,0.0364345485667586,0.408766215510219,-2.09204435001432,49.282358060396,144.293633504304,-1.54986445410824,EDAR
Dctd,320685.0,0.036461288640025,0.408766215510219,-2.09174549252587,16.4949752415966,80.206955854023,-2.28170074567068,DCTD
Hmgxb3,106894.0,0.0364666026870836,0.408766215510219,2.09168612291077,1817.42152592292,1223.55314899848,0.570816300736294,HMGXB3
Slc41a1,98396.0,0.0365232990273145,0.409150576833597,-2.0910531583429,2222.30866305623,3336.970967401,-0.586479923869806,SLC41A1
Slc38a2,67760.0,0.0365861829700386,0.409419665580903,-2.09035209316106,5247.19560537097,7650.03594569677,-0.543919954819071,SLC38A2
Rad51,19361.0,0.0366051412086574,0.409419665580903,-2.09014093758553,18.8444364677049,87.5992814776455,-2.21678038368404,RAD51
Serinc3,26943.0,0.0366232945341013,0.409419665580903,-2.08993883438243,18711.2543706402,26879.2124113646,-0.52258458864363,SERINC3
Id3,15903.0,0.036637006219014,0.409419665580903,2.08978623708003,2097.46522634807,1290.52899748786,0.700684334203852,ID3
Rwdd2b,53858.0,0.0367404170889946,0.410324168834888,-2.08863694231802,56.0850352146255,146.0217443502,-1.38049543644498,RWDD2B
Il4ra,16190.0,0.036893473970215,0.411648468161397,2.08694093538932,2071.89130742995,1443.48948568582,0.521387721340886,IL4R
Mtap1b,,0.036916707210334,0.411648468161397,2.0866840144231,7092.03054107506,4975.26017322559,0.511426778017871,
Osbpl5,79196.0,0.036939421510984,0.411648468161397,2.08643296515172,994.319300693872,619.168446530277,0.68337725939002,OSBPL5
Bcorl1,320376.0,0.0369764354374509,0.411648468161397,2.0860241511208,1675.94691115534,1168.81902152633,0.519924887549854,BCORL1
Ldha,16828.0,0.0369785688661618,0.411648468161397,-2.08600059830041,25758.8391032379,42535.6840837251,-0.723606080866888,LDHA
Hmgcs1,208715.0,0.0370162324254752,0.411648468161397,-2.08558498712606,463.156610255983,775.792211927098,-0.744170188775761,HMGCS1
Gas2l1,78926.0,0.0370168009157182,0.411648468161397,2.08557871668902,918.197184748572,551.098718477657,0.736493236323461,GAS2L1
Acp1,11431.0,0.0371108395033408,0.412443048892881,-2.08454259965702,361.683178829459,612.950775734805,-0.761044717337141,ACP1
Trim14,74735.0,0.0371657883969847,0.412802491562616,-2.08393820712271,182.206838427284,356.595486263735,-0.968711335523259,TRIM14
Plxnb2,140570.0,0.0372035965576345,0.412961488922286,2.08352279018143,6382.97087728215,4631.14335051983,0.462859651093357,PLXNB2
Pax8,18510.0,0.0372394909601945,0.412961488922286,2.08312873308588,86.9363056513915,2.11809274223072,5.3591211244766,PAX8
Mcm4,17217.0,0.0372479502877878,0.412961488922286,-2.08303591170393,390.988704188229,729.888359256925,-0.900548883996274,MCM4
Esrp1,207920.0,0.0373146680187236,0.41345014443076,-2.08230446849037,5245.96102424242,7412.13755916005,-0.498682567170083,ESRP1
Gprc5c,70355.0,0.0374185462796114,0.414349699857916,2.08116783792086,1667.0789494868,1143.3408647462,0.5440668500346,GPRC5C
Anxa2,12306.0,0.0374803539802164,0.414745277079974,2.0804928149811,6270.49878949124,4366.60807651709,0.522067159075714,ANXA2
Sytl5,236643.0,0.0374996961916231,0.414745277079974,-2.08028176672407,11.7411398365305,72.4756871558421,-2.62592463391732,SYTL5
1200011I18Rik,67467.0,0.0376594941231429,0.416260510102052,-2.07854170197637,302.827464802327,518.047858632512,-0.774589328212472,KIAA1704
Ctxn1,330695.0,0.0377222425055963,0.416497869659833,2.0778601424285,902.989444938612,567.021732741773,0.671305092442215,CTXN1
Lingo4,320747.0,0.0377265868793737,0.416497869659833,-2.07781299047809,2.37389580928291,36.8949168872564,-3.95809354463345,LINGO4
Rabac1,14470.0,0.0378014087617587,0.417071736549676,2.07700163018307,501.344100282288,285.684807474037,0.811376828310147,RABAC1
Arl6ip1,54208.0,0.0379308900965488,0.418247616644312,-2.07560077082095,1503.14831735536,2474.93094210656,-0.719400901655596,ARL6IP1
Jup,16480.0,0.0380135325721472,0.418905917180089,2.07470878636944,13447.4646634306,9895.00131394098,0.44256239393262,JUP
Rps8,20116.0,0.038117371989771,0.419796871250433,-2.07359035206609,1486.54588506057,2216.26910099187,-0.576169069640761,RPS8
Ddah1,69219.0,0.0381692484972957,0.420088793037748,2.07303257042789,347.507119115852,179.159776749011,0.955795759977267,DDAH1
Wnt9a,216795.0,0.0381911373727499,0.420088793037748,2.07279741230214,103.681846493231,29.8379693552095,1.79694205646091,WNT9A
Tnni3,21954.0,0.0382128962341566,0.420088793037748,-2.07256376450257,0.738372179276992,25.6980270003233,-5.12116559315722,TNNI3
Zfp759,268670.0,0.0382519317650455,0.420264906155073,-2.07214488226304,25.551926962707,93.3848484823278,-1.86975640025252,ZNF680;ZNF107;ZNF138;ZNF273;ZNF675;ZNF681;ZNF254;ZNF117;ZNF92;ZNF678;ZNF506;ZNF253;ZNF93;ZNF682;ZNF90;ZNF486;ZNF737;ZNF626;ZNF66;ZNF85;ZNF430;ZNF714;ZNF431;ZNF695;ZNF708;ZNF493;ZNF429;ZNF100;ZNF257;ZNF676;ZNF98;ZNF492;ZNF728;ZNF730;ZNF724P;ZNF479;ZNF716;ZNF727;ZNF679;ZNF736;ZNF732;ZNF141
Gna12,14673.0,0.0382847960416924,0.420373046134277,2.07179250417246,815.382316664864,453.503297371212,0.846363628728236,GNA12
Smcr7,237781.0,0.0383383733572809,0.420708351865354,2.07121858723232,127.263133408747,43.540552657224,1.54738292366657,SMCR7
Phkb,102093.0,0.038408985161827,0.42071219233462,-2.07046323841571,1253.5617808175,1849.63999025488,-0.561211395137908,PHKB
Dnajc1,13418.0,0.0384118829240114,0.42071219233462,-2.07043226568762,1177.7348077771,1816.25036909801,-0.624948369001259,DNAJC1
Nup153,218210.0,0.038422181976458,0.42071219233462,-2.07032220034756,1430.99684646956,2197.46534158133,-0.618819918607033,NUP153
Aldh3a2,11671.0,0.0384421611511959,0.42071219233462,2.07010875562744,974.565793033051,594.40699483795,0.713308491992604,ALDH3A2
Hmgn1,15312.0,0.0384541102841398,0.42071219233462,-2.0699811437926,1489.00668423655,2175.58306981157,-0.547051873763245,HMGN1
Gda,14544.0,0.0384769639210742,0.42071219233462,2.06973717017871,463.444477460308,223.98044605919,1.04902372083149,GDA
Dusp11,72102.0,0.0385111050071388,0.420833499359877,-2.06937292692897,1586.03357618373,2351.14992833006,-0.567943226739883,DUSP11
Actn1,109711.0,0.0387029802494499,0.422424932274848,2.06733094524288,5247.04538366419,3652.73227502928,0.522529252397264,ACTN1
Nrip2,60345.0,0.0387030072122574,0.422424932274848,2.0673306589034,329.366365778455,156.471529531425,1.07379305920518,NRIP2
Pik3r1,18708.0,0.0387633808963316,0.422656522183491,-2.06668992746991,7745.27815459945,12690.4539925868,-0.712354725290327,PIK3R1
Reep3,28193.0,0.0387865733496997,0.422656522183491,-2.06644401693032,1559.57046861257,2249.73317278196,-0.528605160448081,REEP3
Atp2b1,67972.0,0.038807063527779,0.422656522183491,-2.06622686264909,3480.82888750154,4847.76717256105,-0.477889516042013,ATP2B1
Zfp72,238722.0,0.0388253009967541,0.422656522183491,-2.06603366443204,1.62764616810611,29.0369553102723,-4.15703117329943,ZNF680;ZNF107;ZNF138;ZNF273;ZNF675;ZNF681;ZNF254;ZNF117;ZNF92;ZNF678;ZNF506;ZNF253;ZNF93;ZNF682;ZNF90;ZNF486;ZNF737;ZNF626;ZNF66;ZNF85;ZNF430;ZNF714;ZNF431;ZNF695;ZNF708;ZNF493;ZNF429;ZNF100;ZNF257;ZNF676;ZNF98;ZNF492;ZNF728;ZNF730;ZNF724P;ZNF479;ZNF716;ZNF727;ZNF679;ZNF736;ZNF732;ZNF141
Nr4a2,18227.0,0.0388399586102901,0.422656522183491,-2.0658784452097,33.3585253476986,110.281533808338,-1.72506381847258,NR4A2
Cyp4x1,81906.0,0.0388709213569787,0.422741527086618,-2.06555072360814,0.738372179276992,25.671528971882,-5.11967721830589,CYP4X1
Krt77,406220.0,0.0389238880381523,0.42292192067382,2.06499061772646,23.1423878109381,0.216197348379227,6.74204508909658,KRT77
Parp3,235587.0,0.0389338307038714,0.42292192067382,2.06488554936905,212.197028591788,86.3879760773017,1.29650202448499,PARP3
Med28,66999.0,0.0389809286297183,0.423181781675777,2.06438815513074,778.767324126564,475.745658730193,0.71100186038154,MED28
Sycp3,20962.0,0.039009253816378,0.423237655785539,-2.06408926278493,23.9565545315681,87.7333975811445,-1.8727057073043,SYCP3
Nr3c1,14815.0,0.0390680458172488,0.423623822222662,-2.0634694671887,1034.98396607708,1529.7815299091,-0.56371721673837,NR3C1
Pin1,23988.0,0.0391311418737172,0.423927491860798,2.06280517813943,650.675719667716,376.453888800827,0.789465557307641,PIN1
Rps20,67427.0,0.0391424836405972,0.423927491860798,-2.06268586601057,1404.53130785183,2112.54290838316,-0.588891861262103,RPS20
Mkl1,223701.0,0.0392272908713567,0.424437035494144,2.06179464763224,2649.71528612957,1882.35418430113,0.493299237833226,MKL1
Smc4,70099.0,0.0392363437053021,0.424437035494144,-2.06169961029717,410.083184933022,776.988736810788,-0.921977096996669,SMC4
Nrg1,211323.0,0.0392592635788395,0.424437035494144,2.06145907895157,182.881808966679,61.5951841349786,1.57002211682116,NRG1
Msl2,77853.0,0.0393352719026587,0.424693094957426,-2.06066226622918,929.958398841748,1430.12423453399,-0.620902394366824,MSL2
Anks1,224650.0,0.0393503503714858,0.424693094957426,2.0605043505909,1026.42185675493,633.630412864995,0.695910308417142,ANKS1A
Rpl6,19988.0,0.039352722709089,0.424693094957426,-2.06047950996015,5442.86390766295,7841.29823883405,-0.526726569229248,
Pcdhgb4,93701.0,0.0394100896293909,0.425000279210497,2.05987921049582,279.318221446155,136.525832847343,1.03273573382988,
Tmem33,67878.0,0.039447254311149,0.425000279210497,-2.05949070734016,697.739539422697,1066.56861673999,-0.612216287616625,TMEM33
Fbxl14,101358.0,0.0394510116791781,0.425000279210497,2.05945144677315,2468.47502200586,1678.30115555572,0.556618429582954,FBXL14
Extl3,54616.0,0.0395128087902688,0.425210616189854,2.0588061865672,3636.61768761306,2600.41966555379,0.483852795689354,EXTL3
Plcd1,18799.0,0.0395230222436399,0.425210616189854,2.05869962435964,237.049436075798,102.181431513325,1.21405490853258,PLCD1
Lin7c,22343.0,0.03955528996548,0.425210616189854,-2.05836311214714,1182.94258434685,1709.59230347282,-0.531272265858992,LIN7C
Tmtc1,387314.0,0.0395848726553826,0.425210616189854,2.0580548061493,477.901177762002,243.583896850301,0.972293562130005,TMTC1
Stk16,20872.0,0.0396546277741917,0.425210616189854,2.05732860309621,1057.50347647125,668.688115441253,0.66125702439938,STK16
Slc25a10,27376.0,0.039657933070595,0.425210616189854,-2.05729421939581,443.72532279507,764.032012266664,-0.783966199042582,SLC25A10
Colec12,140792.0,0.0396620735769939,0.425210616189854,2.0572511507653,2440.03383160055,1599.60723837745,0.60918343659779,COLEC12
Dars,226414.0,0.0396686955946275,0.425210616189854,-2.05718227793542,336.392722034224,600.15136548412,-0.83517991912058,DARS
Sbf2,319934.0,0.0396801144571474,0.425210616189854,-2.05706353804867,1712.75123168021,2463.50628273283,-0.524397528397887,SBF2
Rfwd2,26374.0,0.0397619665225068,0.425837835015234,-2.05621324119753,1475.98515740116,2213.27868844787,-0.58450690813954,RFWD2
Fzd2,57265.0,0.0398051740276568,0.425967836940818,2.05576499117665,620.641109016183,351.092357522244,0.821908666530263,FZD2
Snap47,67826.0,0.0398207610984653,0.425967836940818,2.05560338669677,609.118436280698,357.513182803223,0.768726331101085,SNAP47
Lypla2,26394.0,0.039871968543073,0.426121965517446,2.05507285291658,380.423680513731,203.955069919889,0.899355683373909,LYPLA2
Riok2,67045.0,0.0398818422272352,0.426121965517446,-2.05497062328471,343.013140195537,592.093917587924,-0.787562189020757,RIOK2
